software-development,Agile Development ,"In this Specialization~ you'll gain an understanding and appreciation of the principles and practice of agile management. You'll learn to coordinate all aspects of the agile development process~ including running design sprints~ managing teams~ and fostering a culture of experimentation. In the final Capstone Project~ you'll apply what you've learned to guide a real-world software development project to successful completion.

UVA Darden"
software-development,Object Oriented Java Programming: Data Structures and Beyond ,This Specialization covers intermediate topics in software development. You’ll learn object-oriented programming principles that will allow you to use Java to its full potential~ and you’ll implement data structures and algorithms for organizing large amounts of data in a way that is both efficient and easy to work with. You’ll also practice critically evaluating your own code~ and you’ll build technical communication skills that will help you prepare for job interviews and collaborative work as a software engineer. In the final Capstone Project~ you’ll apply your skills to analyze data collected from a real-world (social) network. Google has contributed real-world projects and the involvement of its engineers as guest lecturers to these courses. A small~ select group of top learners who complete the Specialization will be offered practice interviews with Google recruiters. Invitation to a practice interview does not guarantee an actual interview or employment.
software-development,Mastering Software Development in R ,This Specialization covers R software development for building data science tools. As the field of data science evolves~ it has become clear that software development skills are essential for producing useful data science results and products. You will obtain rigorous training in the R language~ including the skills for handling complex data~ building R packages and developing custom data visualizations. You will learn modern software development practices to build tools that are highly reusable~ modular~ and suitable for use in a team-based environment or a community of developers.
software-development,Cloud Computing ,"The Cloud Computing Specialization takes you on a tour through cloud computing systems. We start in in the middle layer with Cloud Computing Concepts covering core distributed systems concepts used inside clouds~ move to the upper layer of Cloud Applications and finally to the lower layer of Cloud Networking. We conclude with a project that allows you to apply the skills you've learned throughout the courses.

The first four courses in this Specialization form the lecture component of courses in our online Master of Computer Science Degree in Data Science. You can apply to the degree program either before or after you begin the Specialization."
software-development,Parallel~ Concurrent~ and Distributed Programming in Java ,"Parallel~ concurrent~ and distributed programming underlies software in multiple domains~ ranging from biomedical research to financial services. This specialization is intended for anyone with a basic knowledge of sequential programming in Java~ who is motivated to learn how to write parallel~ concurrent and distributed programs. Through a collection of three courses (which may be taken in any order or separately)~ you will learn foundational topics in Parallelism~ Concurrency~ and Distribution. These courses will prepare you for multithreaded and distributed programming for a wide range of computer platforms~ from mobile devices to cloud computing servers.

To see an overview video for this Specialization~ click here! For an interview with two early-career software engineers on the relevance of parallel computing to their jobs~ click here.

Acknowledgments

The instructor~ Prof. Vivek Sarkar~ would like to thank Dr. Max Grossman for his contributions to the mini-projects and other course material~ Dr. Zoran Budimlic for his contributions to the quizzes~ Dr. Max Grossman and Dr. Shams Imam for their contributions to the pedagogic PCDP library used in some of the mini-projects~ and all members of the Rice Online team who contributed to the development of the course content (including Martin Calvi~ Annette Howe~ Seth Tyger~ and Chong Zhou)."
software-development,User Interface Design ,"In this Specialization~ you will learn industry-standard theory and methods for developing successful user interfaces (UIs). Upon completing this Specialization~ you will have fluency with the user research~ prototyping and evaluation techniques necessary for creating intuitive interfaces that facilitate good user experiences. You will also have demonstrated this fluency through an in-depth Capstone Project that can be shown to prospective employers in the fast-growing field of UI design.

Concepts and techniques covered include structured approaches for helping you understand your user base and their needs (e.g. contextual inquiry and design psychology)~ widely-employed prototyping and design methods (e.g. low-fidelity and paper prototyping)~ and robust techniques for helping you evaluate your design choices (e.g. heuristic evaluation and user studies). By the end of the Specialization~ you will be comfortable applying these concepts and techniques to design an interface for a wide variety of users from around the world."
software-development,Software Design and Architecture ,In this specialization~ you will learn how to apply design principles~ patterns~ and architectures to create reusable~ flexible~ and maintainable software applications and systems~ as well as the expression and documentation of software systems using a visual notation. Practical examples and opportunities to apply your knowledge will help you develop employable skills and relevant expertise in the software industry.
software-development,Object Oriented Programming in Java ,This Specialization is for aspiring software developers with some programming experience in at least one other programming language (e.g.~ Python~ C~ JavaScript~ etc.) who want to be able to solve more complex problems through objected-oriented design with Java. In addition to learning Java~ you will gain experience with two Java development environments (BlueJ and Eclipse)~ learn how to program with graphical user interfaces~ and learn how to design programs capable of managing large amounts of data. These software engineering skills are broadly applicable across wide array of industries.
software-development,Internet of Things ,This Specialization covers the development of Internet of Things (IoT) products and services—including devices for sensing~ actuation~ processing~ and communication—to help you develop skills and experiences you can employ in designing novel systems. The Specialization has theory and lab sections. In the lab sections you will learn hands-on IoT concepts such as sensing~ actuation and communication. In the final Capstone Project~ developed in partnership with Qualcomm~ you’ll apply the skills you learned on a project of your choice using the DragonBoard 410c platform.
software-development,Data Engineering on Google Cloud Platform ,"This five-course accelerated specialization is designed for data professionals who are responsible for designing~ building~ analyzing~ and optimizing big data solutions. Through a combination of video lectures~ quizzes~ and hands-on labs~ you'll learn how to carry out serverless data analysis and productionize machine learning models. This specialization is designed to give participants a robust hands-on experience and is primarily lab-focused.

Learn how to deliver business value with Big Data and Machine Learning Solutions on Google Cloud Platform. To get up to speed quickly~ follow the courses in this specialization.

This specialization is unique in that you'll actually get to work within the Google Cloud Platform production environment~ develop external applications~ and achieve an end-of-specialization certificate.

Note for Google Cloud customers and partners: This specialization is the on-demand equivalent to the CPB100 and CPB210 instructor-led training classes. CPB100 is listed as Google Cloud Platform Big Data and Machine Learning Fundamentals and Data Engineering on Google Cloud Platform has been divided into four courses: 1) Leveraging Unstructured Data on Dataproc on Google Cloud Platform~ 2) Serverless Data Analysis with Google BigQuery and Cloud Dataflow~ 3) Serverless Machine Learning with Tensorflow on Google Cloud Platform~ and 4) Building Resilient Streaming Systems on Google Cloud Platform."
software-development,Big Data for Data Engineers ,"This specialization is made for people working with data (either small or big). If you are a Data Analyst~ Data Scientist~ Data Engineer or Data Architect (or you want to become one) — don’t miss the opportunity to expand your knowledge and skills in the field of data engineering and data analysis on the large scale.

In four concise courses you will learn the basics of Hadoop~ MapReduce~ Spark~ methods of offline data processing for warehousing~ real-time data processing and large-scale machine learning. And Capstone project for you to build and deploy your own Big Data Service (make your portfolio even more competitive).

Over the course of the specialization~ you will complete progressively harder programming assignments (mostly in Python). Make sure~ you have some experience in it. This course will master your skills in designing solutions for common Big Data tasks:

- creating batch and real-time data processing pipelines~

- doing machine learning at scale~

- deploying machine learning models into a production environment — and much more!

Join some of best hands-on big data professionals~ who know~ their job inside-out~ to learn the basics~ as well as some tricks of the trade~ from them."
software-development,Emerging Technologies: From Smartphones to IoT to Big Data ,This Specialization covers the concepts of the most important information technologies that you have been using and will be using throughout your entire life! Topics covered include Smartphones~ OS~ Cloud Computing~ Big Data~ CDN~ Wi-Fi~ Bluetooth~ Mobile Communication~ LTE~ LTE-Advanced~ IoT~ AR~ IPv4~ IPv6~ TCP~ UDP~ and Internet operations. The Specialization concludes with a Capstone project that allows you to apply the skills you've learned throughout the courses.
software-development,Virtual Reality ,"This specialisation from the University of London will introduce you to virtual reality.

Virtual reality is one of the most highly requested skill sets in the jobs market~ and this specialisation will give you an introduction to the subject and key skills in the field. You will hear from world-leading lecturers and industry experts~ use Unity to develop your own VR environment~ and end the specialisation by creating your first VR game."
software-development,Fundamentals of Computer Network Security ,"This specialization in intended for IT professionals~ computer programmers~ managers~ IT security professionals who like to move up ladder~ who are seeking to develop network system security skills. Through four courses~ we will cover the Design and Analyze Secure Networked Systems~ Develop Secure Programs with Basic Cryptography and Crypto API~ Hacking and Patching Web Applications~ Perform Penetration Testing~ and Secure Networked Systems with Firewall and IDS~ which will prepare you to perform tasks as Cyber Security Engineer~ IT Security Analyst~ and Cyber Security Analyst.

The learning outcomes of this specialization include:

you should be able to create public/private keys~ certificate requests~ install/sign/verify them for web server and client authentication~ secure emails~ and code signing.

you should be able to write secure web apps with Crypto API to implement the confidentiality~ integrity~ and availability basic security services.

you should be able to hack web applications with vulnerabilities and patch them.

you should be able to apply penetration testing tool to exploit vulnerable systems.

you should be able to crack passwords given the hashes in password file using AWS P2 GPU.

you should be able to configure firewall and IDS for secure network systems

you should be able to specify effective security policies and implement efficient enforcement procedures by applying security design principles for securing network systems."
software-development,Software Development Lifecycle ,"This Specialization is designed for people who are new to software engineering. It's also for those who have already developed software~ but wish to gain a deeper understanding of the underlying context and theory of software development practices.

At the end of this Specialization~ we expect learners to be able to:

1.) Build high-quality and secure software using SDLC methodologies such as agile~ lean~ and traditional/waterfall.

2.) Analyze a software development team's SDLC methodology and make recommendations for improvements.

3.) Compare and contrast software development methodologies with respect to environmental~ organizational~ and product constraints."
software-development,Introduction to Scripting in Python ,This specialization is intended for beginners who would like to master essential programming skills. Through four courses~ you will cover key programming concepts in Python 3 which will prepare you to use Python to perform common scripting tasks. This knowledge will provide a solid foundation towards a career in data science~ software engineering~ or other disciplines involving programming.
software-development,Programming for Everybody (Getting Started with Python) ,This course aims to teach everyone the basics of programming computers using Python. We cover the basics of how one constructs a program from a series of simple instructions in Python.  The course has no pre-requisites and avoids all but the simplest mathematics. Anyone with moderate computer experience should be able to master the materials in this course. This course will cover Chapters 1-5 of the textbook “Python for Everybody”.  Once a student completes this course~ they will be ready to take more advanced programming courses. This course covers Python 3.
software-development,Algorithms~ Part I ,This course covers the essential information that every serious programmer needs to know about algorithms and data structures~ with emphasis on applications and scientific performance analysis of Java implementations. Part I covers elementary data structures~ sorting~ and searching algorithms. Part II focuses on graph- and string-processing algorithms.
software-development,Introduction to Data Science in Python ,"This course will introduce the learner to the basics of the python programming environment~ including how to download and install python~ expected fundamental python programming techniques~ and how to find help with python programming questions. The course will also introduce data manipulation and cleaning techniques using the popular python pandas data science library and introduce the abstraction of the DataFrame as the central data structure for data analysis. The course will end with a statistics primer~ showing how various statistical measures can be applied to pandas DataFrames. By the end of the course~ students will be able to take tabular data~ clean it~  manipulate it~ and run basic inferential statistical analyses.

This course should be taken before any of the other Applied Data Science with Python courses:  Applied Plotting~ Charting & Data Representation in Python~ Applied Machine Learning in Python~ Applied Text Mining in Python~ Applied Social Network Analysis in Python."
software-development,Python Data Structures ,This course will introduce the core data structures of the Python programming language. We will move past the basics of procedural programming and explore how we can use the Python built-in data structures such as lists~ dictionaries~ and tuples to perform increasingly complex data analysis. This course will cover Chapters 6-10 of the textbook “Python for Everybody”.  This course covers Python 3.
software-development,Algorithmic Toolbox ,The course covers basic algorithmic techniques and ideas for computational problems arising frequently in practical applications: sorting and searching~ divide and conquer~ greedy algorithms~ dynamic programming. We will learn a lot of theory: how to sort data and how it helps for searching; how to break a large problem into pieces and solve them recursively; when it makes sense to proceed greedily; how dynamic programming is used in genomic studies. You will practice solving computational problems~ designing new algorithms~ and implementing solutions efficiently (so that they run in less than a second).
software-development,Using Python to Access Web Data ,This course will show how one can treat the Internet as a source of data.  We will scrape~ parse~ and read web data as well as access data using web APIs.  We will work with HTML~ XML~ and JSON data formats in Python.  This course will cover Chapters 11-13 of the textbook “Python for Everybody”. To succeed in this course~ you should be familiar with the material covered in Chapters 1-10 of the textbook and the first two courses in this specialization.  These topics include variables and expressions~ conditional execution (loops~ branching~ and try/except)~ functions~ Python data structures (strings~ lists~ dictionaries~ and tuples)~ and manipulating files.  This course covers Python 3.
software-development,Learn to Program: The Fundamentals ,Behind every mouse click and touch-screen tap~ there is a computer program that makes things happen. This course introduces the fundamental building blocks of programming and teaches you how to write fun and useful programs using the Python language.
software-development,Introduction to Logic ,This course is an introduction to Logic from a computational perspective. It shows how to encode information in the form of logical sentences; it shows how to reason with information in this form; and it provides an overview of logic technology and its applications - in mathematics~ science~ engineering~ business~ law~ and so forth.
software-development,Google Cloud Platform Fundamentals: Core Infrastructure ,"<<< ATTENTION >>> Learners interested in Google Cloud Platform: A brand-new Specialization with cloud-infrastructure content by Google Cloud is now available! The new Architecting with Google Cloud Platform Specialization has updated~ improved content  that will help you if you are preparing for the Google Certified Professional - Cloud Architect exam. Head to https://www.coursera.org/specializations/gcp-architecture to explore the updated content.

The first course in the original Specialization~ GCP Fundamentals~ will remain as a standalone course offering a broad introduction to GCP. Head to https://www.coursera.org/learn/gcp-fundamentals/home/welcome if you would like to take this course.  

This course covers the fundamentals of Google Cloud Platform.  

This course introduces you to important concepts and terminology for working with Google Cloud Platform (GCP). You learn about~ and compare~ many of the computing and storage services available in Google Cloud Platform~ including Google App Engine~ Google Compute Engine~ and Google Container Engine.

Notes:
• You'll need a Google/Gmail account and a credit card or bank account to sign up for the Google Cloud Platform free trial (Google is currently blocked in China).
• There is a known issue with certain EU countries where individuals are not able to sign up~ but you may sign up as ""business"" status and intend to see a potential economic benefit from the trial. More details at: https://support.google.com/cloud/answer/6090602
• More Google Cloud Platform free trial FAQs are available at: https://cloud.google.com/free-trial/"
software-development,Build Your First Android App (Project-Centered Course) ,"What you’ll achieve:

In this project-centered course*~ you’ll design~ build~ and distribute your own unique application for the Android mobile platform. We’ll provide you with a set of customizable building blocks that you can assemble to create many different types of apps~ and that will help you become familiar with many important specificities of Android development. When you complete the project~ in addition to having a personalized app that you can use and share~ you’ll have the skills and background you need to move on to more advanced coursework in Android development. 

 What you’ll need to get started:

This project-centered course is designed for learners who have some prior experience programming in Java~ such as an introductory college course or Coursera’s Java Programming Specialization (https://www.coursera.org/specializations/java-programming).

You will need a computer with a stable Internet connection~ but you will not need an Android phone - we’ll use free software that you can use to emulate a phone on your computer. We'll use Android Studio as IDE; it is compatible with most computer and operating systems. You can find detailed system requirements here: https://developer.android.com/sdk/index.html#Requirements.

*About Project-Centered Courses: Project-centered courses are designed to help you complete a personally meaningful real-world project~ with your instructor and a community of learners with similar goals providing guidance and suggestions along the way. By actively applying new concepts as you learn~ you’ll master the course content more efficiently; you’ll also get a head start on using the skills you gain to make positive changes in your life and career. When you complete the course~ you’ll have a finished project that you’ll be proud to use and share. 

Time: 10 hours of study~ 10 hours of active project work"
software-development,Algorithms~ Part II ,This course covers the essential information that every serious programmer needs to know about algorithms and data structures~ with emphasis on applications and scientific performance analysis of Java implementations. Part I covers elementary data structures~ sorting~ and searching algorithms. Part II focuses on graph- and string-processing algorithms.
software-development,Using Databases with Python ,This course will introduce students to the basics of the Structured Query Language (SQL) as well as basic database design for storing data as part of a multi-step data gathering~ analysis~ and processing effort.  The course will use SQLite3 as its database.  We will also build web crawlers and multi-step data gathering and visualization processes.  We will use the D3.js library to do basic data visualization.  This course will cover Chapters 14-15 of the book “Python for Everybody”. To succeed in this course~ you should be familiar with the material covered in Chapters 1-13 of the textbook and the first three courses in this specialization. This course covers Python 3.
software-development,Functional Programming Principles in Scala ,"Functional programming is becoming increasingly widespread in industry. This trend is driven by the adoption of Scala as the main programming language for many applications. Scala fuses functional and object-oriented programming in a practical package. It interoperates seamlessly with both Java and Javascript. Scala is the implementation language of many important frameworks~ including Apache Spark~ Kafka~ and Akka. It provides the core infrastructure for sites such as Twitter~ Tumblr and also Coursera.

In this course you will discover the elements of the functional programming style and learn how to apply them usefully in your daily programming tasks. You will also develop a solid foundation for reasoning about functional programs~ by touching upon proofs of invariants and the tracing of execution symbolically.

The course is hands on; most units introduce short programs that serve as illustrations of important concepts and invite you to play with them~ modifying and improving them. The course is complemented by a series programming projects as homework assignments.

Learning Outcomes. By the end of this course you will be able to:

 - understand the principles of functional programming~
 - write purely functional programs~ using recursion~
   pattern matching~ and higher-order functions~
 - combine functional programming with objects and classes~
 - design immutable data structures~
 - reason about properties of functions~
 - understand generic types for functional programs

Recommended background: You should have at least one year programming experience. Proficiency with Java or C# is ideal~ but experience with other languages such as C/C++~ Python~ Javascript or Ruby is also sufficient. You should have some familiarity using the command line."
software-development,An Introduction to Interactive Programming in Python (Part 1) ,"This two-part course is designed to help students with very little or no computing background learn the basics of building simple interactive applications. Our language of choice~ Python~ is an easy-to learn~ high-level computer language that is used in many of the computational courses offered on Coursera. To make learning Python easy~ we have developed a new browser-based programming environment that makes developing interactive applications in Python simple. These applications will involve windows whose contents are graphical and respond to buttons~ the keyboard and the mouse.

In part 1 of this course~ we will introduce the basic elements of programming (such as expressions~ conditionals~ and functions) and then use these elements to create simple interactive applications such as a digital stopwatch.  Part 1 of this class will culminate in building a version of the classic arcade game ""Pong""."
software-development,Python Programming: A Concise Introduction ,"The goal of the course is to introduce students to Python Version 3.x programming using hands on instruction. It will show how to install Python and use the Spyder IDE (Integrated Development Environment) for writing and debugging programs. The approach will be to present an example followed by a small exercise where the learner tries something similar to solidify a concept.  At the end of each module there will be an exercise where the student is required to write simple programs and submit them for grading.  It is intended for students with little or no programming background~ although students with such a background should be able to move forward at their preferred pace.

The course is four modules long and is designed to be completed in four weeks."
software-development,Object Oriented Programming in Java ,"Welcome to our course on Object Oriented Programming in Java using data visualization. People come to this course with many different goals -- and we are really excited to work with all of you! Some of you want to be professional software developers~ others want to improve your programming skills to implement that cool personal project that you’ve been thinking about~ while others of you might not yet know why you’re here and are trying to figure out what this course is all about.

This is an intermediate Java course. We recommend this course to learners who have previous experience in software development or a background in computer science.  Our goal is that by the end of this course each and every one of you feels empowered to create a Java program that’s more advanced than any you have created in the past and that is personally interesting to you. In achieving this goal you will also learn the fundamentals of Object Oriented Programming~ how to leverage the power of existing libraries~ how to build graphical user interfaces~ and how to use some core algorithms for searching and sorting data. And this course is project-based~ so we’ll dive right into the project immediately!

We are excited to be offering a unique course structure~ designed to support learners of different backgrounds in succeeding at their own pace. The first module explains how this will work and if this course is right for you. We also recommend taking a few minutes to explore the course site. A good place to start is the navigation bar on the left. Click Course Content to see what material we’ll cover each week~ as well preview the assignments you’ll need to complete to pass the course. Click Discussions to see forums where you can discuss the course material with fellow students taking the class. Be sure to introduce yourself to everyone in the Meet and Greet forum.

This course should take about 6 weeks to complete. You can check out the recommended course schedule below to see a quick overview of the lessons and assignments you’ll complete each week.

We’re excited you’re here learning with us. Let’s get started!"
software-development,Applied Text Mining in Python ,"This course will introduce the learner to text mining and text manipulation basics. The course begins with an understanding of how text is handled by python~ the structure of text both to the machine and to humans~ and an overview of the nltk framework for manipulating text. The second week focuses on common manipulation needs~ including regular expressions (searching for text)~ cleaning text~ and preparing text for use by machine learning processes. The third week will apply basic natural language processing methods to text~ and demonstrate how text classification is accomplished. The final week will explore more advanced methods for detecting the topics in documents and grouping them by similarity (topic modelling). 

This course should be taken after: Introduction to Data Science in Python~ Applied Plotting~ Charting & Data Representation in Python~ and Applied Machine Learning in Python."
software-development,Java Programming: Solving Problems with Software ,"Learn to code in Java and improve your programming and problem-solving skills. You will learn to design algorithms as well as develop and debug programs. Using custom open-source classes~ you will write programs that access and transform images~ websites~ and other types of data. At the end of the course you will build a program that determines the popularity of different baby names in the US over time by analyzing comma separated value (CSV) files. 

After completing this course you will be able to:
1. Edit~ compile~ and run a Java program;
2. Use conditionals and loops in a Java program;
3. Use Java API documentation in writing programs. 
4. Debug a Java program using the scientific method;
5. Write a Java method to solve a specific problem;
6. Develop a set of test cases as part of developing a program;
7. Create a class with multiple methods that work together to solve a problem; and
8. Use divide-and-conquer design techniques for a program that uses multiple methods."
software-development,C++ For C Programmers~ Part A ,This course is for experienced C programmers who want to program in C++. The examples and exercises require a basic understanding of algorithms and object-oriented software.
software-development,Capstone: Retrieving~ Processing~ and Visualizing Data with Python ,In the capstone~ students will build a series of applications to retrieve~ process and visualize data using Python.   The projects will involve all the elements of the specialization.  In the first part of the capstone~ students will do some visualizations to become familiar with the technologies in use and then will pursue their own project to visualize some other data that they have or can find.  Chapters 15 and 16 from the book “Python for Everybody” will serve as the backbone for the capstone. This course covers Python 3.
software-development,Biology Meets Programming: Bioinformatics for Beginners ,"Are you interested in learning how to program (in Python) within a scientific setting?

This course will cover algorithms for solving various biological problems along with a handful of programming challenges helping you implement these algorithms in Python.  It offers a gently-paced introduction to our Bioinformatics Specialization (https://www.coursera.org/specializations/bioinformatics)~ preparing learners to take the first course in the Specialization~ ""Finding Hidden Messages in DNA"" (https://www.coursera.org/learn/dna-analysis).

Each of the four weeks in the course will consist of two required components.  First~ an interactive textbook provides Python programming challenges that arise from real biological problems.  If you haven't programmed in Python before~ not to worry! We provide ""Just-in-Time"" exercises from the Codecademy Python track (https://www.codecademy.com/learn/python). And each page in our interactive textbook has its own discussion forum~ where you can interact with other learners. Second~ each week will culminate in a summary quiz.

Lecture videos are also provided that accompany the material~ but these videos are optional."
software-development,Front-End JavaScript Frameworks: Angular ,"This course concentrates mainly on Javascript based front-end frameworks~ and in particular the Angular framework (Currently Ver. 4.x). This course will use Typescript for developing Angular application. Typescript features will be introduced in the context of Angular as part of the exercises. You will also get an introduction to the use of Angular Material and Angular Flex-Layout for responsive UI design. You will be introduced to various aspects of Angular including components~ directives and services. You will learn about data binding~ Angular router and its use for developing single-page applications. You will also learn about designing both template-driven forms and reactive forms. A quick introduction to Observables~ reactive programming and RxJS in the context of Angular is included. You will then learn about Angular support for client-server communication and the use of REST API on the server side. You will use Restangular for communicating with a server supporting the REST API. A quick tour through Angular animation support and Angular testing rounds off the course. You must have either completed the previous course in the specialization on Bootstrap 4~ or have a working knowledge of front end web-UI frameworks to be able to navigate this course. Also a good working knowledge of JavaScript~ especially ES 5 is strongly recommended.

At the end of this course you will:

- Be familiar with client-side Javascript frameworks and the Angular framework
- Be able to implement single page applications in Angular
- Be able to use various Angular features including directives~ components and services
- Be able to implement a functional front-end web application using Angular
- Be able to use Angular Material and Angular Flex-Layout for designing responsive Angular applications
- Be able to use Observables and RxJS in the context of Angular applications"
software-development,Database Management Essentials ,Database Management Essentials provides the foundation you need for a career in database development~ data warehousing~ or business intelligence~ as well as for the entire Data Warehousing for Business Intelligence specialization. In this course~ you will create relational databases~ write SQL statements to extract information to satisfy business reporting requests~ create entity relationship diagrams (ERDs) to design databases~ and analyze table designs for excessive redundancy. As you develop these skills~ you will use either Oracle or MySQL to execute SQL statements and a database diagramming tool such as the ER Assistant to create ERDs. We’ve designed this course to ensure a common foundation for specialization learners. Everyone taking the course can jump right in with writing SQL statements in Oracle or MySQL.
software-development,Programming Languages~ Part A ,"This course is an introduction to the basic concepts of programming languages~ with a strong emphasis on functional programming. The course uses the languages ML~ Racket~ and Ruby as vehicles for teaching the concepts~ but the real intent is to teach enough about how any language “fits together” to make you more effective programming in any language -- and in learning new ones.

This course is neither particularly theoretical nor just about programming specifics -- it will give you a framework for understanding how to use language constructs effectively and how to design correct and elegant programs. By using different languages~ you will learn to think more deeply than in terms of the particular syntax of one language. The emphasis on functional programming is essential for learning how to write robust~ reusable~ composable~ and elegant programs. Indeed~ many of the most important ideas in modern languages have their roots in functional programming. Get ready to learn a fresh and beautiful way to look at software and how to have fun building it.

The course assumes some prior experience with programming~ as described in more detail in the first module.

The course is divided into three Coursera courses: Part A~ Part B~ and Part C.  As explained in more detail in the first module of Part A~ the overall course is a substantial amount of challenging material~ so the three-part format provides two intermediate milestones and opportunities for a pause before continuing.  The three parts are designed to be completed in order and set up to motivate you to continue through to the end of Part C.  The three parts are not quite equal in length: Part A is almost as substantial as Part B and Part C combined.

Week 1 of Part A has a more detailed list of topics for all three parts of the course~ but it is expected that most course participants will not (yet!) know what all these topics mean."
